,Date,City,Street,Rooms,Surface,Floor,Price,PricePerSq,BuildYear,DealYear,DealMonth
0,31/12/2020,givatayim,המעין 15,5,149,7,"5,550,000","37,248",2021,2020.0,12.0
1,31/12/2020,givatayim,הכנסת 32,4,94,1,"2,810,000","29,893",2021,2020.0,12.0
2,31/12/2020,givatayim,ריינס 5,4,94,,"2,810,000","29,893",2021,2020.0,12.0
3,31/12/2020,givatayim,ריינס 5,4,94,,"3,070,000","32,659",2021,2020.0,12.0
4,31/12/2020,givatayim,הכנסת 32,4,94,5,"3,070,000","32,659",2021,2020.0,12.0
5,31/12/2020,givatayim,ריינס 5,5,149,,"5,550,000","37,248",2021,2020.0,12.0
6,30/12/2020,givatayim,בן ציון ישראלי 16,4,106,4,"2,580,000","24,339",1960,2020.0,12.0
7,30/12/2020,givatayim,בן ציון ישראלי 16,4,106,,"2,580,000","24,339",1960,2020.0,12.0
8,29/12/2020,givatayim,ריינס 68,3,75,,"2,358,396","31,445",2021,2020.0,12.0
9,29/12/2020,givatayim,שנקין 17,2,77,2,"2,100,000","27,272",1970,2020.0,12.0
10,29/12/2020,givatayim,שיינקין 17,2,77,,"2,100,000","27,272",1970,2020.0,12.0
11,29/12/2020,givatayim,ריינס 62,3,75,1,"2,358,396","31,445",2021,2020.0,12.0
12,28/12/2020,givatayim,ריינס 68,5,119,,"3,508,396","29,482",2020,2020.0,12.0
13,20/12/2020,givatayim,,4,100,,"3,325,896","33,258",2021,2020.0,12.0
14,20/12/2020,givatayim,,4,93,,"2,475,000","26,612",1960,2020.0,12.0
15,20/12/2020,givatayim,קבוץ גלויות 7,4,93,1,"2,475,000","26,612",1960,2020.0,12.0
16,20/12/2020,givatayim,קרן קימת לישראל 20,4,100,6,"3,325,896","33,258",2021,2020.0,12.0
17,13/12/2020,givatayim,סירני 25,3,90,5,"2,300,000","25,555",1970,2020.0,12.0
18,13/12/2020,givatayim,הכנסת 32,4,94,1,"2,840,000","30,212",2021,2020.0,12.0
19,13/12/2020,givatayim,,4,94,,"2,840,000","30,212",2021,2020.0,12.0
20,27/11/2020,givatayim,כצנלסון 120,4,114,,"2,500,000","21,929",1994,2020.0,11.0
21,27/11/2020,givatayim,כצנלסון 118,4,114,4,"2,500,000","21,929",1994,2020.0,11.0
22,20/11/2020,givatayim,המעיין 56,6,193,,"6,165,000","31,943",2020,2020.0,11.0
23,13/11/2020,givatayim,שדה בוקר 11,3,76,7,"3,400,000","44,736",2021,2020.0,11.0
24,13/11/2020,givatayim,שדה בוקר 13,3,76,,"3,400,000","44,736",2021,2020.0,11.0
25,08/11/2020,givatayim,,2,41,,"1,600,000","39,024",1950,2020.0,11.0
26,08/11/2020,givatayim,דרך השלום 37,2,41,3,"1,600,000","39,024",1950,2020.0,11.0
27,08/11/2020,givatayim,המעלות 6,4,114,2,"3,100,000","27,192",2018,2020.0,11.0
28,08/11/2020,givatayim,,4,114,,"3,100,000","27,192",2018,2020.0,11.0
29,05/11/2020,givatayim,,3,90,,"2,220,000","24,666",1970,2020.0,11.0
30,05/11/2020,givatayim,,4,125,,"3,535,000","28,280",2012,2020.0,11.0
31,05/11/2020,givatayim,יפה נוף 3,4,125,5,"3,535,000","28,280",2012,2020.0,11.0
32,05/11/2020,givatayim,פועלי הרכבת 8,3,90,3,"2,220,000","24,666",1970,2020.0,11.0
33,05/11/2020,givatayim,,4,102,,"1,800,000","17,647",2012,2020.0,11.0
34,05/11/2020,givatayim,התעש 11,4,102,3,"1,800,000","17,647",2012,2020.0,11.0
35,05/11/2020,givatayim,,4,117,,"10,800,000","92,307",1960,2020.0,11.0
36,05/11/2020,givatayim,הרצוג 32,4,117,2,"10,800,000","92,307",1960,2020.0,11.0
37,02/11/2020,givatayim,מסדה 32,2,52,3,"1,550,000","29,807",1950,2020.0,11.0
38,02/11/2020,givatayim,,2,52,,"1,550,000","29,807",1950,2020.0,11.0
39,30/10/2020,givatayim,גורדון 29,4,88,,"2,575,000","29,261",1987,2020.0,10.0
40,29/10/2020,givatayim,,2,63,,"1,500,000","23,809",1960,2020.0,10.0
41,29/10/2020,givatayim,גלבוע 5,2,63,3,"1,500,000","23,809",1960,2020.0,10.0
42,29/10/2020,givatayim,אחדות העבודה 54,5,124,4,"3,350,000","27,016",2020,2020.0,10.0
43,29/10/2020,givatayim,,5,124,,"3,350,000","27,016",2020,2020.0,10.0
44,29/10/2020,givatayim,,3.5,110,,"2,150,000","19,545",1960,2020.0,10.0
45,29/10/2020,givatayim,כצנלסון 53,3.5,110,1,"2,150,000","19,545",1960,2020.0,10.0
46,28/10/2020,givatayim,,3,70,,"1,630,000","23,285",1960,2020.0,10.0
47,28/10/2020,givatayim,בן צבי שמעון 50,3,76,8,"2,250,000","29,605",1985,2020.0,10.0
48,28/10/2020,givatayim,,3,76,,"2,250,000","29,605",1985,2020.0,10.0
